accuracy,precision,recall,f1,roc_auc,average_precision,tn,fp,fn,tp,windows,model,seed,specificity,balanced_accuracy
0.9730529831486261,0.30387736699729484,0.5349206349206349,0.38757906843013223,0.8739384726772879,0.4314089777680462,38120,772,293,337,39522,canonical_absolute,42,0.9801501594158182,0.7575353971682266
0.9773796872627903,0.358974358974359,0.5333333333333333,0.42911877394636017,0.8796164470107698,0.30572882690146275,38292,600,294,336,39522,matched_relative,42,0.9845726627584079,0.7589529980458707
0.9773543848995496,0.3582887700534759,0.5317460317460317,0.4281150159744409,0.8966349426739738,0.3631807299443574,38292,600,295,335,39522,notebook_relative,42,0.9845726627584079,0.7581593472522199
