accuracy,precision,recall,f1,roc_auc,average_precision,tn,fp,fn,tp,windows,model,seed
0.9524062547441932,0.19232661091982292,0.6206349206349207,0.29365377393916636,0.9187137477981353,0.29631917162621707,37250,1642,239,391,39522,random_supervised,43
0.953064116188452,0.1935967983991996,0.6142857142857143,0.29440852034994297,0.8943027823080275,0.4077168018039154,37280,1612,243,387,39522,random_supervised,44
0.9606295227974293,0.22603550295857988,0.6063492063492063,0.3293103448275862,0.9023784627842018,0.34667776890417773,37584,1308,248,382,39522,selected_kd,43
0.9577197510247457,0.21634877384196186,0.6301587301587301,0.32210953346855986,0.9254215172990243,0.426072094151084,37454,1438,233,397,39522,selected_kd,44
0.937604372248368,0.1548872180451128,0.653968253968254,0.25045592705167175,0.8890524676393237,0.3784914452720378,36644,2248,218,412,39522,selected_supervised,43
0.9437022417893831,0.16784673052894628,0.6396825396825396,0.2659188386671066,0.8944364450843931,0.42107601973226855,36894,1998,227,403,39522,selected_supervised,44
0.962881433125854,0.20836236933797908,0.4746031746031746,0.28958837772397095,0.9344101043345103,0.32865100761813887,37756,1136,331,299,39522,teacher,43
0.962881433125854,0.20836236933797908,0.4746031746031746,0.28958837772397095,0.9344101043345103,0.32865100761813887,37756,1136,331,299,39522,teacher,44
