representation,rank_median,rank_min,rank_max,median_within_sd
single_trial_40_seeds,0.6075235625797424,0.026348931966909496,0.9245338930732189,3.7234521337481654
ten_replicate_mean_4_blocks,0.9266411491130593,0.8508787093056756,0.9682100670864716,0.9861114468613663
