comparison,f1_mean,f1_std,f1_min,f1_max,average_precision_mean,average_precision_std,average_precision_min,average_precision_max,recall_mean,recall_std,recall_min,recall_max
kd_effect,0.017869858412900824,0.05524214246896414,-0.07813784466287634,0.05676216653825991,-0.014272965430009703,0.07401492948488701,-0.10861783625677252,0.06513999145074348,-0.04939940318581097,0.010924364743995975,-0.06060606060606063,-0.0357142857142857
selection_effect,0.03153036177781486,0.047461827183598065,-0.04477915291206263,0.08457906030682726,0.056384979647975175,0.11760714572617993,-0.008118673012768585,0.26524233443597806,0.09364753639025483,0.1330330937769778,-0.008928571428571471,0.32575757575757575
teacher_minus_kd,-0.028598702741539056,0.17455067552054404,-0.2785900782224312,0.14525717923681378,0.03567943389410523,0.3066339245740601,-0.4856875123355027,0.23087941550809457,-0.15391960520601294,0.20127769690320163,-0.4791666666666667,0.007215007215007267
