comparison,seed,f1_mean,f1_std,f1_min,f1_max,average_precision_mean,average_precision_std,average_precision_min,average_precision_max,recall_mean,recall_std,recall_min,recall_max,f1_wins
kd_effect,42,0.05127839770652115,0.12498656346045688,-0.11086999408167292,0.2397793640493186,0.01706475654571536,0.06873685701194998,-0.06699370520974202,0.09021340534948227,-0.08403416971378139,0.029579947888653868,-0.11688311688311692,-0.03571428571428581,4
kd_effect,43,0.04690166510536129,0.08171538934782606,-0.07701149425287357,0.15198231025569153,-0.02291576169479257,0.07190841972308835,-0.1252641786430274,0.05353876277648473,-0.043063716219056046,0.036454179195593586,-0.07857142857142863,0.017857142857142905,4
kd_effect,44,-0.04457048757317997,0.10099076861022649,-0.20697898592635433,0.060751091135304386,-0.036967891140951906,0.10995459066984672,-0.19390869040633835,0.10617079911324706,-0.021100323624595466,0.02803207290782466,-0.045454545454545414,0.02164502164502169,2
selection_effect,42,0.02612620565514882,0.08737433705906295,-0.040748162992651965,0.16290333583464084,0.05456441210732117,0.11764235482312353,-0.017926796375466403,0.2603188023563554,0.16175335182616735,0.18903726960511377,0.008928571428571397,0.47727272727272724,2
selection_effect,43,0.016076272963697336,0.0637977952001539,-0.05335110769501758,0.07297724721967147,0.04229548737417611,0.09001361016293628,-0.06060389776097386,0.15921451420416904,0.051463770856974754,0.09625693907618084,-0.0625,0.20454545454545459,3
selection_effect,44,0.05238860671459844,0.06906126195000241,-0.040238188048518336,0.14202172096908938,0.07229503946242825,0.17448867065335627,-0.057346208078403876,0.3761936867474097,0.0677254864876224,0.1284115646774245,-0.017316017316017285,0.2954545454545454,4
teacher_minus_kd,42,-0.04274919987407398,0.176555813518552,-0.3227752639517346,0.12054240032382113,0.0017889364486164626,0.31186604414818964,-0.5281611573957722,0.20685479764969344,-0.1537518387761106,0.20115456255133246,-0.4732142857142857,0.017316017316017396,2
teacher_minus_kd,43,-0.05030098083026877,0.18081283984665358,-0.3040488922841864,0.12809371050840873,0.07633952510779883,0.2940498775393763,-0.40019818815870045,0.3258350868735319,-0.13404499222460384,0.21829061572140646,-0.4910714285714286,0.06818181818181823,2
teacher_minus_kd,44,0.007254072479725582,0.17657431537473728,-0.20894607843137258,0.23733525041936254,0.028909840125900386,0.320997965054265,-0.5287031914520357,0.24169807338227545,-0.17396198461732443,0.1932364492703396,-0.4732142857142857,0.0,2
