model,seed,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std
canonical330,42,0.9696956832918087,0.0215758426944772,0.4628016659284434,0.3176060360869857,0.5068390913293825,0.21056754246532136,0.3980681810606176,0.233332335056258,0.86648791090393,0.08213730656755205,0.5155577721741065,0.20887369989718096
sr332,42,0.9656839409468739,0.027244245409644704,0.4556472951096282,0.32369697044406165,0.49602740301769427,0.20093839542119382,0.38805290197153997,0.24400295956473708,0.8593410950103688,0.08636180193248329,0.5030733142024099,0.21235625940556382
