feature,coefficient,model,test_patient
time__mean__F7-T7,-0.04933224139286623,sr332,chb02
time__std__F7-T7,-0.4203554267041031,sr332,chb02
time__rms__F7-T7,-0.4213331896493908,sr332,chb02
time__ptp__F7-T7,-1.1792387728836624,sr332,chb02
time__line_length__F7-T7,-0.7558854699314079,sr332,chb02
time__mean__F8-T8,0.1878517091113735,sr332,chb02
time__std__F8-T8,-1.7221375881529704,sr332,chb02
time__rms__F8-T8,-1.7502720867003865,sr332,chb02
time__ptp__F8-T8,0.4051728627467473,sr332,chb02
time__line_length__F8-T8,-0.18197292482674002,sr332,chb02
time__mean__FP1-F3,0.22295601496118903,sr332,chb02
time__std__FP1-F3,0.11517211982606919,sr332,chb02
time__rms__FP1-F3,0.05865310015795408,sr332,chb02
time__ptp__FP1-F3,1.0554326723237568,sr332,chb02
time__line_length__FP1-F3,-0.386323790303256,sr332,chb02
time__mean__FP1-F7,-0.1958583343015736,sr332,chb02
time__std__FP1-F7,0.37990038970357726,sr332,chb02
time__rms__FP1-F7,0.3413011512367948,sr332,chb02
time__ptp__FP1-F7,-0.5416336511925441,sr332,chb02
time__line_length__FP1-F7,1.775820727259219,sr332,chb02
time__mean__FP2-F4,0.18787102929841473,sr332,chb02
time__std__FP2-F4,-1.241522824971254,sr332,chb02
time__rms__FP2-F4,-1.251981971389375,sr332,chb02
time__ptp__FP2-F4,0.08344771623334593,sr332,chb02
time__line_length__FP2-F4,0.47405918633791455,sr332,chb02
time__mean__FP2-F8,0.051536604578437645,sr332,chb02
time__std__FP2-F8,-0.22328607165911588,sr332,chb02
time__rms__FP2-F8,-0.1941307119630578,sr332,chb02
time__ptp__FP2-F8,1.3651423761667485,sr332,chb02
time__line_length__FP2-F8,0.6989667503234884,sr332,chb02
time__mean__FT10-T8,-0.45333335544582326,sr332,chb02
time__std__FT10-T8,1.3887055550235796,sr332,chb02
time__rms__FT10-T8,1.3848148124947124,sr332,chb02
time__ptp__FT10-T8,-0.5554204409754672,sr332,chb02
time__line_length__FT10-T8,2.186837474425863,sr332,chb02
time__mean__FT9-FT10,-0.4756328849700517,sr332,chb02
time__std__FT9-FT10,0.5508959761874112,sr332,chb02
time__rms__FT9-FT10,0.22696332665712776,sr332,chb02
time__ptp__FT9-FT10,-1.8001641868288758,sr332,chb02
time__line_length__FT9-FT10,5.23715186620248,sr332,chb02
time__mean__FZ-CZ,0.16725997417980348,sr332,chb02
time__std__FZ-CZ,0.633826990329054,sr332,chb02
time__rms__FZ-CZ,0.6552591027167893,sr332,chb02
time__ptp__FZ-CZ,-0.9588546437307045,sr332,chb02
time__line_length__FZ-CZ,2.008312956648364,sr332,chb02
time__mean__P3-O1,0.12978607877454157,sr332,chb02
time__std__P3-O1,-2.2740933698860286,sr332,chb02
time__rms__P3-O1,-2.3307829315766098,sr332,chb02
time__ptp__P3-O1,1.1628989199737696,sr332,chb02
time__line_length__P3-O1,-2.0395986510395865,sr332,chb02
time__mean__P4-O2,-0.04545530647174795,sr332,chb02
time__std__P4-O2,0.04613430585596434,sr332,chb02
time__rms__P4-O2,-0.08618661930778135,sr332,chb02
time__ptp__P4-O2,0.07585157278216487,sr332,chb02
time__line_length__P4-O2,-0.3752950748890593,sr332,chb02
time__mean__P7-O1,0.24882402135220688,sr332,chb02
time__std__P7-O1,2.012488062094446,sr332,chb02
time__rms__P7-O1,1.9200142597498504,sr332,chb02
time__ptp__P7-O1,-1.8598660334912087,sr332,chb02
time__line_length__P7-O1,2.598147959286341,sr332,chb02
time__mean__P7-T7,-0.07354706776820298,sr332,chb02
time__std__P7-T7,0.6215286118451784,sr332,chb02
time__rms__P7-T7,0.723999178728631,sr332,chb02
time__ptp__P7-T7,0.064491732330512,sr332,chb02
time__line_length__P7-T7,-0.9110117308653113,sr332,chb02
time__mean__P8-O2,-0.44646658872342354,sr332,chb02
time__std__P8-O2,0.36994123713985505,sr332,chb02
time__rms__P8-O2,0.2658187889338727,sr332,chb02
time__ptp__P8-O2,-0.3181463229553834,sr332,chb02
time__line_length__P8-O2,2.623143596803553,sr332,chb02
time__mean__T7-FT9,-0.463729059890235,sr332,chb02
time__std__T7-FT9,1.0926292559883,sr332,chb02
time__rms__T7-FT9,1.085903748979086,sr332,chb02
time__ptp__T7-FT9,-1.0590187385782033,sr332,chb02
time__line_length__T7-FT9,0.34720077298283786,sr332,chb02
time__mean__T7-P7,0.07354706776817685,sr332,chb02
time__std__T7-P7,0.6215286118452251,sr332,chb02
time__rms__T7-P7,0.72399917872862,sr332,chb02
time__ptp__T7-P7,0.06449173233052526,sr332,chb02
time__line_length__T7-P7,-0.9110117308653216,sr332,chb02
time__mean__T8-P8,-0.17424027950826615,sr332,chb02
time__std__T8-P8,0.020777447051943888,sr332,chb02
time__rms__T8-P8,-0.021525271165994807,sr332,chb02
time__ptp__T8-P8,0.13801847895956085,sr332,chb02
time__line_length__T8-P8,0.014449766382342761,sr332,chb02
freq__delta__C3-P3,0.6237422309213716,sr332,chb02
freq__theta__C3-P3,0.7983705550159046,sr332,chb02
freq__alpha__C3-P3,-1.480947089771688,sr332,chb02
freq__beta__C3-P3,0.788550246808644,sr332,chb02
freq__gamma__C3-P3,-0.3043126337352282,sr332,chb02
freq__delta__C4-P4,-0.025959485730828576,sr332,chb02
freq__theta__C4-P4,-0.8697388852526027,sr332,chb02
freq__alpha__C4-P4,-1.1530108009099134,sr332,chb02
freq__beta__C4-P4,-0.3365611704581282,sr332,chb02
freq__gamma__C4-P4,0.20048437966712904,sr332,chb02
freq__delta__CZ-PZ,-0.7342129835090121,sr332,chb02
freq__theta__CZ-PZ,-0.9141957157731823,sr332,chb02
freq__alpha__CZ-PZ,0.21900699820375077,sr332,chb02
freq__beta__CZ-PZ,0.05266197266482884,sr332,chb02
freq__gamma__CZ-PZ,-0.34532843806543656,sr332,chb02
freq__delta__F3-C3,-0.37151648647726,sr332,chb02
freq__theta__F3-C3,-1.8194776284426117,sr332,chb02
freq__alpha__F3-C3,0.9491797773978388,sr332,chb02
freq__beta__F3-C3,0.3501143441508833,sr332,chb02
freq__gamma__F3-C3,-1.149534798397723,sr332,chb02
freq__delta__F4-C4,-1.4144717150197803,sr332,chb02
freq__theta__F4-C4,1.1463506884693244,sr332,chb02
freq__alpha__F4-C4,1.009461651439197,sr332,chb02
freq__beta__F4-C4,0.22294608432833565,sr332,chb02
freq__gamma__F4-C4,-0.35207004026427424,sr332,chb02
freq__delta__F7-T7,1.1102697884750867,sr332,chb02
freq__theta__F7-T7,0.3648531694522646,sr332,chb02
freq__alpha__F7-T7,2.0976840070672194,sr332,chb02
freq__beta__F7-T7,1.9917690070931153,sr332,chb02
freq__gamma__F7-T7,-0.16050231967518358,sr332,chb02
freq__delta__F8-T8,1.1876296870382936,sr332,chb02
freq__theta__F8-T8,1.3301211463461937,sr332,chb02
freq__alpha__F8-T8,2.1527504746674477,sr332,chb02
freq__beta__F8-T8,0.5116972998988599,sr332,chb02
freq__gamma__F8-T8,-0.06547629738315378,sr332,chb02
freq__delta__FP1-F3,0.4866127767433218,sr332,chb02
freq__theta__FP1-F3,0.04844225050222984,sr332,chb02
freq__alpha__FP1-F3,-0.8535740883483901,sr332,chb02
freq__beta__FP1-F3,-1.1425579332328308,sr332,chb02
freq__gamma__FP1-F3,-0.0646807584651681,sr332,chb02
freq__delta__FP1-F7,-1.4471426077215643,sr332,chb02
freq__theta__FP1-F7,0.6640013729128615,sr332,chb02
freq__alpha__FP1-F7,2.1544059252017327,sr332,chb02
freq__beta__FP1-F7,-2.8796909406124613,sr332,chb02
freq__gamma__FP1-F7,-0.7223942283908046,sr332,chb02
freq__delta__FP2-F4,1.903785055705137,sr332,chb02
freq__theta__FP2-F4,-0.08265993651556126,sr332,chb02
freq__alpha__FP2-F4,-0.4414034628596763,sr332,chb02
freq__beta__FP2-F4,1.1793029899849086,sr332,chb02
freq__gamma__FP2-F4,-0.28073329881271947,sr332,chb02
freq__delta__FP2-F8,-0.8351125022918156,sr332,chb02
freq__theta__FP2-F8,-0.6563008859513798,sr332,chb02
freq__alpha__FP2-F8,-1.0733447565338932,sr332,chb02
freq__beta__FP2-F8,-1.6181683101479492,sr332,chb02
freq__gamma__FP2-F8,0.9044796776457754,sr332,chb02
freq__delta__FT10-T8,-1.212818626050181,sr332,chb02
freq__theta__FT10-T8,-0.01987586388201954,sr332,chb02
freq__alpha__FT10-T8,-1.8978728188630412,sr332,chb02
freq__beta__FT10-T8,-1.495250682257539,sr332,chb02
freq__gamma__FT10-T8,0.4182504287064014,sr332,chb02
freq__delta__FT9-FT10,1.2216206330943953,sr332,chb02
freq__theta__FT9-FT10,0.3852453545614048,sr332,chb02
freq__alpha__FT9-FT10,3.1454402854668886,sr332,chb02
freq__beta__FT9-FT10,-0.10348215441071891,sr332,chb02
freq__gamma__FT9-FT10,-0.5645514256252562,sr332,chb02
freq__delta__FZ-CZ,0.6151477187445029,sr332,chb02
freq__theta__FZ-CZ,-1.7024364173404307,sr332,chb02
freq__alpha__FZ-CZ,0.6944581145885379,sr332,chb02
freq__beta__FZ-CZ,1.2344901378151245,sr332,chb02
freq__gamma__FZ-CZ,-1.001392334629942,sr332,chb02
freq__delta__P3-O1,1.5152259489809248,sr332,chb02
freq__theta__P3-O1,-0.9463576591334912,sr332,chb02
freq__alpha__P3-O1,1.5007816886919019,sr332,chb02
freq__beta__P3-O1,1.9728907243701628,sr332,chb02
freq__gamma__P3-O1,-0.11535913816269423,sr332,chb02
freq__delta__P4-O2,0.5519911408908101,sr332,chb02
freq__theta__P4-O2,1.0198236655790878,sr332,chb02
freq__alpha__P4-O2,0.32236659609864915,sr332,chb02
freq__beta__P4-O2,-0.09751945020937501,sr332,chb02
freq__gamma__P4-O2,-0.7321359223126954,sr332,chb02
freq__delta__P7-O1,1.0314987172921528,sr332,chb02
freq__theta__P7-O1,-0.8066049532404332,sr332,chb02
freq__alpha__P7-O1,0.5361258994747731,sr332,chb02
freq__beta__P7-O1,-0.049934460339005345,sr332,chb02
freq__gamma__P7-O1,0.21187339914511819,sr332,chb02
freq__delta__P7-T7,-0.43960997470061536,sr332,chb02
freq__theta__P7-T7,0.8964010974344341,sr332,chb02
freq__alpha__P7-T7,-0.1912042334987597,sr332,chb02
freq__beta__P7-T7,-1.1409103437559043,sr332,chb02
freq__gamma__P7-T7,0.12547451955837316,sr332,chb02
freq__delta__P8-O2,0.03489502572637175,sr332,chb02
freq__theta__P8-O2,0.45171583765123124,sr332,chb02
freq__alpha__P8-O2,0.03931969154252509,sr332,chb02
freq__beta__P8-O2,-1.248457466527501,sr332,chb02
freq__gamma__P8-O2,0.5432787056979718,sr332,chb02
freq__delta__T7-FT9,-0.17586782670830525,sr332,chb02
freq__theta__T7-FT9,0.3793678766481884,sr332,chb02
freq__alpha__T7-FT9,-1.0490623948473967,sr332,chb02
freq__beta__T7-FT9,-2.147979133622048,sr332,chb02
freq__gamma__T7-FT9,-0.10802673484511041,sr332,chb02
freq__delta__T7-P7,-0.4396099747006581,sr332,chb02
freq__theta__T7-P7,0.8964010974344473,sr332,chb02
freq__alpha__T7-P7,-0.1912042334987572,sr332,chb02
freq__beta__T7-P7,-1.140910343755903,sr332,chb02
freq__gamma__T7-P7,0.12547451955837888,sr332,chb02
freq__delta__T8-P8,0.24549898525764896,sr332,chb02
freq__theta__T8-P8,0.9881136211202711,sr332,chb02
freq__alpha__T8-P8,-0.495269981662655,sr332,chb02
freq__beta__T8-P8,-1.582741901165611,sr332,chb02
freq__gamma__T8-P8,-1.8714417936205756,sr332,chb02
entropy__perm__C3-P3,0.10626294645244722,sr332,chb02
entropy__spectral__C3-P3,0.5194101891225086,sr332,chb02
entropy__perm__C4-P4,-0.40123429269759225,sr332,chb02
entropy__spectral__C4-P4,0.3531090241987588,sr332,chb02
entropy__perm__CZ-PZ,-1.6660150177655457,sr332,chb02
entropy__spectral__CZ-PZ,-0.20589188613293727,sr332,chb02
entropy__perm__F3-C3,1.3016506339752003,sr332,chb02
entropy__spectral__F3-C3,0.451780875566104,sr332,chb02
entropy__perm__F4-C4,-1.3828621896806712,sr332,chb02
entropy__spectral__F4-C4,0.05939994337018786,sr332,chb02
entropy__perm__F7-T7,-0.41614140745720873,sr332,chb02
entropy__spectral__F7-T7,-0.35968348848680753,sr332,chb02
entropy__perm__F8-T8,-0.2669566297447205,sr332,chb02
entropy__spectral__F8-T8,0.060290903066554845,sr332,chb02
entropy__perm__FP1-F3,0.7619115520547419,sr332,chb02
entropy__spectral__FP1-F3,0.7651820287287643,sr332,chb02
entropy__perm__FP1-F7,-0.6379553018804006,sr332,chb02
entropy__spectral__FP1-F7,-1.5749144493512808,sr332,chb02
entropy__perm__FP2-F4,-0.6073369738421295,sr332,chb02
entropy__spectral__FP2-F4,-0.3647551932492287,sr332,chb02
entropy__perm__FP2-F8,0.13894550620894727,sr332,chb02
entropy__spectral__FP2-F8,0.12859082427219634,sr332,chb02
entropy__perm__FT10-T8,-0.17377072807085753,sr332,chb02
entropy__spectral__FT10-T8,0.9267662342041203,sr332,chb02
entropy__perm__FT9-FT10,-0.2281707495386211,sr332,chb02
entropy__spectral__FT9-FT10,0.5362744252038452,sr332,chb02
entropy__perm__FZ-CZ,0.3941447225683311,sr332,chb02
entropy__spectral__FZ-CZ,0.5566970057236913,sr332,chb02
entropy__perm__P3-O1,-0.6853309365683535,sr332,chb02
entropy__spectral__P3-O1,-0.29269898129807487,sr332,chb02
entropy__perm__P4-O2,-0.6479460930147328,sr332,chb02
entropy__spectral__P4-O2,1.135798425089272,sr332,chb02
entropy__perm__P7-O1,1.034928181405326,sr332,chb02
entropy__spectral__P7-O1,1.2222901822533352,sr332,chb02
entropy__perm__P7-T7,0.0249144299735774,sr332,chb02
entropy__spectral__P7-T7,-0.29146900165925343,sr332,chb02
entropy__perm__P8-O2,0.5711594433590684,sr332,chb02
entropy__spectral__P8-O2,1.1702407100195065,sr332,chb02
entropy__perm__T7-FT9,-0.9281298751688338,sr332,chb02
entropy__spectral__T7-FT9,-0.17795415275917315,sr332,chb02
entropy__perm__T7-P7,0.024914429973600143,sr332,chb02
entropy__spectral__T7-P7,-0.29146900165919615,sr332,chb02
entropy__perm__T8-P8,1.8068837688439399,sr332,chb02
entropy__spectral__T8-P8,-0.825490180343269,sr332,chb02
hjorth__activity__C3-P3,-0.3887706452957439,sr332,chb02
hjorth__mobility__C3-P3,0.29904578840872065,sr332,chb02
hjorth__complexity__C3-P3,0.46453465611579525,sr332,chb02
hjorth__activity__C4-P4,0.39759477511005814,sr332,chb02
hjorth__mobility__C4-P4,0.7926958780396268,sr332,chb02
hjorth__complexity__C4-P4,0.819005145865336,sr332,chb02
hjorth__activity__CZ-PZ,1.0410670674548537,sr332,chb02
hjorth__mobility__CZ-PZ,1.3381824916065939,sr332,chb02
hjorth__complexity__CZ-PZ,0.011768290436165913,sr332,chb02
hjorth__activity__F3-C3,0.17973110115901833,sr332,chb02
hjorth__mobility__F3-C3,-0.5409779276060558,sr332,chb02
hjorth__complexity__F3-C3,0.4718170204975514,sr332,chb02
hjorth__activity__F4-C4,0.4141305166437535,sr332,chb02
hjorth__mobility__F4-C4,-0.16337584505813396,sr332,chb02
hjorth__complexity__F4-C4,-0.3197522201932401,sr332,chb02
hjorth__activity__F7-T7,-0.4695904446823331,sr332,chb02
hjorth__mobility__F7-T7,1.1415903750222147,sr332,chb02
hjorth__complexity__F7-T7,1.153878148904446,sr332,chb02
hjorth__activity__F8-T8,0.40698896174866295,sr332,chb02
hjorth__mobility__F8-T8,-0.8105299242632653,sr332,chb02
hjorth__complexity__F8-T8,0.6348730293476992,sr332,chb02
hjorth__activity__FP1-F3,0.29578492405159024,sr332,chb02
hjorth__mobility__FP1-F3,0.810225955204676,sr332,chb02
hjorth__complexity__FP1-F3,-0.1552953659971785,sr332,chb02
hjorth__activity__FP1-F7,-0.4449542881823329,sr332,chb02
hjorth__mobility__FP1-F7,1.0908008010973558,sr332,chb02
hjorth__complexity__FP1-F7,0.3082405704004771,sr332,chb02
hjorth__activity__FP2-F4,-0.008756839786649089,sr332,chb02
hjorth__mobility__FP2-F4,-0.5165308124675084,sr332,chb02
hjorth__complexity__FP2-F4,-0.03539411863741969,sr332,chb02
hjorth__activity__FP2-F8,-0.1930898004035276,sr332,chb02
hjorth__mobility__FP2-F8,-0.733079474769613,sr332,chb02
hjorth__complexity__FP2-F8,-0.33960652096521177,sr332,chb02
hjorth__activity__FT10-T8,-0.6906255403248646,sr332,chb02
hjorth__mobility__FT10-T8,-0.8737961936849078,sr332,chb02
hjorth__complexity__FT10-T8,-0.2969356482943743,sr332,chb02
hjorth__activity__FT9-FT10,-1.285934620236868,sr332,chb02
hjorth__mobility__FT9-FT10,-1.2419890051392557,sr332,chb02
hjorth__complexity__FT9-FT10,-0.1031148641105061,sr332,chb02
hjorth__activity__FZ-CZ,-0.4911094169470644,sr332,chb02
hjorth__mobility__FZ-CZ,-0.5419818682087716,sr332,chb02
hjorth__complexity__FZ-CZ,0.6012030369077392,sr332,chb02
hjorth__activity__P3-O1,-0.6479609171694609,sr332,chb02
hjorth__mobility__P3-O1,0.563361362691618,sr332,chb02
hjorth__complexity__P3-O1,0.8803908116728469,sr332,chb02
hjorth__activity__P4-O2,-0.5975285819901693,sr332,chb02
hjorth__mobility__P4-O2,-0.6072518774191364,sr332,chb02
hjorth__complexity__P4-O2,0.39696060470269473,sr332,chb02
hjorth__activity__P7-O1,-2.237441555134736,sr332,chb02
hjorth__mobility__P7-O1,-2.339221946596467,sr332,chb02
hjorth__complexity__P7-O1,-0.4676875091571115,sr332,chb02
hjorth__activity__P7-T7,-0.10546852853269063,sr332,chb02
hjorth__mobility__P7-T7,-0.16796578516025434,sr332,chb02
hjorth__complexity__P7-T7,-0.07324035418768853,sr332,chb02
hjorth__activity__P8-O2,-0.8213227154528981,sr332,chb02
hjorth__mobility__P8-O2,-0.8099423038421971,sr332,chb02
hjorth__complexity__P8-O2,0.4889155416413809,sr332,chb02
hjorth__activity__T7-FT9,-1.150724184757504,sr332,chb02
hjorth__mobility__T7-FT9,0.9385450945399634,sr332,chb02
hjorth__complexity__T7-FT9,-0.13475110364294482,sr332,chb02
hjorth__activity__T7-P7,-0.10546852853269922,sr332,chb02
hjorth__mobility__T7-P7,-0.16796578516024926,sr332,chb02
hjorth__complexity__T7-P7,-0.07324035418765408,sr332,chb02
hjorth__activity__T8-P8,-0.015790931366551793,sr332,chb02
hjorth__mobility__T8-P8,0.7006679389645843,sr332,chb02
hjorth__complexity__T8-P8,-0.6440490073503126,sr332,chb02
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10,-0.48767808268828555,sr332,chb02
sr__mean10_snr_change_vs_zero_noise_db__FP1-F7__ctx10__missing,-0.11974680338913235,sr332,chb02
time__mean__C3-P3,-0.08191357463224888,sr332,chb03
time__std__C3-P3,0.17411182433517175,sr332,chb03
time__rms__C3-P3,0.2738694864996878,sr332,chb03
time__ptp__C3-P3,-0.18757893223532474,sr332,chb03
time__line_length__C3-P3,1.0927502456198688,sr332,chb03
time__mean__C4-P4,-0.05371230983945299,sr332,chb03
time__std__C4-P4,0.9135504383002907,sr332,chb03
time__rms__C4-P4,0.9675881065962569,sr332,chb03
time__ptp__C4-P4,-1.10321256191169,sr332,chb03
time__line_length__C4-P4,-0.6204178076270809,sr332,chb03
time__mean__CZ-PZ,0.12982433917678,sr332,chb03
time__std__CZ-PZ,0.7088875366965179,sr332,chb03
time__rms__CZ-PZ,0.7567954194201477,sr332,chb03
time__ptp__CZ-PZ,-0.9898919236430029,sr332,chb03
time__line_length__CZ-PZ,1.4411954033867636,sr332,chb03
time__mean__F3-C3,-0.23837901732163327,sr332,chb03
time__std__F3-C3,-1.5145166103218743,sr332,chb03
time__rms__F3-C3,-1.5055226978414495,sr332,chb03
time__ptp__F3-C3,0.5767068708400238,sr332,chb03
time__line_length__F3-C3,0.6419436872708184,sr332,chb03
time__mean__F4-C4,0.07175799828262955,sr332,chb03
time__std__F4-C4,-1.2216973233574975,sr332,chb03
time__rms__F4-C4,-1.0707732284085978,sr332,chb03
time__ptp__F4-C4,1.1560580583733397,sr332,chb03
time__line_length__F4-C4,1.5112065255147802,sr332,chb03
time__mean__F7-T7,-0.1554471800065448,sr332,chb03
time__std__F7-T7,-0.1548007952974164,sr332,chb03
time__rms__F7-T7,-0.1639150186995753,sr332,chb03
time__ptp__F7-T7,-1.3377800337142332,sr332,chb03
time__line_length__F7-T7,-1.514364441427984,sr332,chb03
time__mean__F8-T8,0.2517833463657092,sr332,chb03
time__std__F8-T8,-0.6966729926504369,sr332,chb03
time__rms__F8-T8,-0.69698264985938,sr332,chb03
time__ptp__F8-T8,0.40018151268762725,sr332,chb03
time__line_length__F8-T8,0.5463883799526381,sr332,chb03
time__mean__FP1-F3,0.20249890851802282,sr332,chb03
time__std__FP1-F3,0.3485078929132228,sr332,chb03
time__rms__FP1-F3,0.34749450381463126,sr332,chb03
time__ptp__FP1-F3,0.8752650751318704,sr332,chb03
time__line_length__FP1-F3,-1.189104705098963,sr332,chb03
time__mean__FP1-F7,-0.19508689519036126,sr332,chb03
time__std__FP1-F7,0.6570849602603009,sr332,chb03
time__rms__FP1-F7,0.6674147206381734,sr332,chb03
time__ptp__FP1-F7,-0.33014229237600756,sr332,chb03
time__line_length__FP1-F7,1.0639017287821775,sr332,chb03
time__mean__FP2-F4,0.337286621319449,sr332,chb03
time__std__FP2-F4,-0.7282208632927555,sr332,chb03
time__rms__FP2-F4,-0.5768936913993163,sr332,chb03
time__ptp__FP2-F4,0.06773009335492491,sr332,chb03
time__line_length__FP2-F4,-1.2930913149608245,sr332,chb03
time__mean__FP2-F8,0.1733413548163099,sr332,chb03
time__std__FP2-F8,-0.07178966779253418,sr332,chb03
time__rms__FP2-F8,0.05393049608689725,sr332,chb03
time__ptp__FP2-F8,0.9191315841460068,sr332,chb03
time__line_length__FP2-F8,1.3463185212952566,sr332,chb03
time__mean__FT10-T8,-0.48369537810498886,sr332,chb03
time__std__FT10-T8,1.1237772520755267,sr332,chb03
time__rms__FT10-T8,1.1403226418576784,sr332,chb03
time__ptp__FT10-T8,-0.15593645170241463,sr332,chb03
time__line_length__FT10-T8,0.37081861232014623,sr332,chb03
time__mean__FT9-FT10,-0.3798656946738082,sr332,chb03
time__std__FT9-FT10,0.14480510693126025,sr332,chb03
time__rms__FT9-FT10,-0.1246432153395427,sr332,chb03
