accuracy,precision,recall,f1,roc_auc,average_precision,tn,fp,fn,tp,windows,model,seed
0.9730529831486261,0.30387736699729484,0.5349206349206349,0.38757906843013223,0.8739384726772879,0.4314089777680462,38120,772,293,337,39522,canonical330,42
0.9702191184656647,0.2726517040731505,0.5206349206349207,0.3578832515002728,0.8679120772379026,0.4031724868180107,38017,875,302,328,39522,sr332,42
