patient,file,start_sec,end_sec,label,condition,trial,channel_index,rmse_volts,normalized_rmse,correlation,noise_ratio,beta,method,factor,original_samples,retained_samples,sample_ratio,endpoint_policy,reduced_sample_rate,reduced_nyquist,clipped_fraction,substeps,noise_convention,initial_state,clip,target_frequency,mapping
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,18,3.6892980369450204e-05,0.3,0.9552360692013128,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,19,2.1868576747123958e-05,0.3,0.9546875043357492,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,20,3.53863298989978e-05,0.3,0.9579751370901749,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,0,21,6.242880202281187e-05,0.29999999999999993,0.9560881118972936,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,0,2.7406448857559165e-05,0.3,0.9564156869850683,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,1,2.4947139864585598e-05,0.30000000000000004,0.9618149719172745,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,2,2.481217732123979e-05,0.30000000000000004,0.9602309461999541,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,3,2.2691680694723647e-05,0.30000000000000004,0.9562265829003774,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,4,1.2999509375028672e-05,0.3,0.9540502825460028,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,5,3.8629182209673184e-05,0.3,0.9629891584050256,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,6,3.065096698658949e-05,0.3,0.95481662434879,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,7,2.534171285082033e-05,0.30000000000000004,0.9564775965631102,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,8,2.157262566029877e-05,0.3,0.9634906289723248,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,9,2.0174640673612324e-05,0.3,0.9562390470077746,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,10,2.7154377600832707e-05,0.30000000000000004,0.9554061802609245,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,11,2.886128640576866e-05,0.3,0.959594251790323,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,12,3.4809312224376804e-05,0.3,0.9645127185282771,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,13,1.3681907167834118e-05,0.3,0.966882981621847,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,14,4.296343439719596e-05,0.3,0.9553229756361937,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,15,3.0069475267152442e-05,0.29999999999999993,0.9609466714105561,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,16,5.005076040556825e-05,0.30000000000000004,0.9585660854590384,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,17,3.275224630530416e-05,0.3,0.9567973077784017,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,18,4.481181567473097e-05,0.3,0.9554172680740871,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,19,2.7073933080942864e-05,0.29999999999999993,0.9605912736751672,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,20,3.275224630530416e-05,0.3,0.9562187744253816,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_pink,1,21,3.994847541646112e-05,0.3,0.9579612906373177,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,0,4.022401202109376e-05,0.3,0.9570473995303836,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,1,5.425426846586647e-05,0.3,0.9604822734964072,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,2,3.981621460196757e-05,0.29999999999999993,0.9581886265868171,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,3,4.65084529370477e-05,0.29999999999999993,0.9542859616864879,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,4,5.2874659075577536e-05,0.3,0.9629631582689303,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,5,3.674699833253175e-05,0.30000000000000004,0.9573335155377349,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,6,4.059559775699689e-05,0.3,0.9596037876272718,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,7,6.87260497057649e-05,0.3,0.9582345177885441,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,8,6.934745391776108e-05,0.3,0.9540726373763229,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,9,5.5542990634349004e-05,0.30000000000000004,0.9690856906225105,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,10,4.69053398940678e-05,0.30000000000000004,0.96101559772253,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,11,2.6255090000499612e-05,0.3,0.9605735333904701,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,12,4.014345320734233e-05,0.3,0.9539751558844916,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,13,4.827687412003424e-05,0.3,0.9585909033313605,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,14,4.853849415344354e-05,0.30000000000000004,0.9555996774046288,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,15,4.96811752209658e-05,0.3,0.9564981066278678,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,16,4.796671089292147e-05,0.3,0.9579133022818023,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,17,3.53863298989978e-05,0.3,0.9557772973346019,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,18,3.68929803694502e-05,0.29999999999999993,0.9598270892755231,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,19,2.1868576747123958e-05,0.3,0.962241395087717,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,20,3.53863298989978e-05,0.3,0.9581421101140802,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_pink,1,21,6.242880202281188e-05,0.3,0.9619364254081073,0.3,1.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,0,2.740644885755916e-05,0.29999999999999993,0.9613076309892536,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,1,2.4947139864585595e-05,0.3,0.9601980269421313,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,2,2.4812177321239786e-05,0.3,0.9539494538532872,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,3,2.269168069472365e-05,0.3000000000000001,0.958855534165584,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,4,1.2999509375028672e-05,0.3,0.9601717691097923,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,5,3.8629182209673184e-05,0.3,0.9609210163816817,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,6,3.065096698658949e-05,0.3,0.9652515455578192,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,7,2.5341712850820324e-05,0.3,0.9602977937973858,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,8,2.157262566029877e-05,0.3,0.960604336251032,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,9,2.0174640673612324e-05,0.3,0.9570185439470763,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,10,2.71543776008327e-05,0.29999999999999993,0.9605786067944257,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,11,2.886128640576866e-05,0.3,0.9660662012123061,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,12,3.4809312224376804e-05,0.3,0.9619319789798058,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,13,1.3681907167834115e-05,0.29999999999999993,0.9556990976430934,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,14,4.2963434397195964e-05,0.30000000000000004,0.9579589102673511,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,15,3.0069475267152446e-05,0.3,0.9662718875299632,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,16,5.005076040556824e-05,0.3,0.9603006924510223,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,17,3.275224630530416e-05,0.3,0.95581787122672,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,18,4.481181567473097e-05,0.3,0.9616834443774324,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,19,2.7073933080942867e-05,0.3,0.9565948183750077,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,20,3.275224630530416e-05,0.3,0.9612157800370696,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,0,21,3.994847541646111e-05,0.29999999999999993,0.9555809052798054,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,0,4.022401202109377e-05,0.30000000000000004,0.9582557407112916,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,1,5.425426846586646e-05,0.3,0.9624654292490495,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,2,3.981621460196757e-05,0.29999999999999993,0.9576825532453875,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,3,4.650845293704771e-05,0.3,0.9619470191526489,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,4,5.287465907557753e-05,0.3,0.9543841075007081,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,5,3.6746998332531745e-05,0.3,0.9621688840065786,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,6,4.0595597756996896e-05,0.30000000000000004,0.9568035380814585,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,7,6.87260497057649e-05,0.3,0.9543561401755392,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,8,6.934745391776108e-05,0.3,0.9542071481392415,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,9,5.5542990634349e-05,0.3,0.9567064487673916,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,10,4.69053398940678e-05,0.30000000000000004,0.9600192386874451,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,11,2.6255090000499612e-05,0.3,0.9590597127983483,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,12,4.014345320734233e-05,0.3,0.9581372229474234,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,13,4.827687412003424e-05,0.3,0.9560353765971121,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,14,4.8538494153443535e-05,0.3,0.9559928756766013,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,15,4.96811752209658e-05,0.3,0.9557964342579518,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,16,4.796671089292147e-05,0.3,0.9613004636255216,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,17,3.53863298989978e-05,0.3,0.9572294806373441,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,18,3.6892980369450204e-05,0.3,0.9552371447422193,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,19,2.186857674712396e-05,0.30000000000000004,0.9544215862294764,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,20,3.53863298989978e-05,0.3,0.9584198405826225,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,0,21,6.242880202281188e-05,0.3,0.9564694639575794,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,0,2.740644885755916e-05,0.29999999999999993,0.9553360336877236,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,1,2.4947139864585598e-05,0.30000000000000004,0.9592221824459629,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,2,2.481217732123979e-05,0.30000000000000004,0.9604063198993532,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,3,2.2691680694723644e-05,0.3,0.9569956655111396,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,4,1.2999509375028672e-05,0.3,0.9549225405222246,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,5,3.8629182209673184e-05,0.3,0.9631967069455663,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,6,3.065096698658949e-05,0.3,0.9539567344481105,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,7,2.5341712850820327e-05,0.3,0.9558980414253488,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,8,2.157262566029877e-05,0.3,0.9594836015997978,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,9,2.0174640673612324e-05,0.3,0.9559208476016956,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,10,2.71543776008327e-05,0.29999999999999993,0.9568891423568922,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,11,2.886128640576866e-05,0.3,0.9600050643188067,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,12,3.480931222437681e-05,0.30000000000000004,0.9701248340152656,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,13,1.3681907167834118e-05,0.3,0.9704450382766776,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,14,4.296343439719596e-05,0.3,0.9539444546760051,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,15,3.0069475267152446e-05,0.3,0.9617675899330721,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,16,5.005076040556824e-05,0.3,0.9600883951219661,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,17,3.275224630530416e-05,0.3,0.9577754651208862,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,18,4.481181567473097e-05,0.3,0.9552072970052438,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,19,2.7073933080942867e-05,0.3,0.9609385607012533,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,20,3.275224630530416e-05,0.3,0.9564198919287272,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_black,1,21,3.994847541646112e-05,0.3,0.9593637460963542,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,0,4.022401202109376e-05,0.3,0.9571907773330046,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,1,5.425426846586646e-05,0.3,0.958315262403234,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,2,3.981621460196758e-05,0.3,0.9593840882856555,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,3,4.650845293704771e-05,0.3,0.9557583380878539,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,4,5.287465907557753e-05,0.3,0.9583700021590834,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,5,3.6746998332531745e-05,0.3,0.9552526618434587,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,6,4.059559775699689e-05,0.3,0.9576896171565089,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,7,6.87260497057649e-05,0.3,0.9568942508965667,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,8,6.934745391776108e-05,0.3,0.9544324068875141,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,9,5.5542990634349e-05,0.3,0.9640100899583299,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,10,4.690533989406779e-05,0.3,0.9584296210287965,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,11,2.6255090000499612e-05,0.3,0.9579997953111196,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,12,4.014345320734233e-05,0.3,0.9542745572695672,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,13,4.827687412003424e-05,0.3,0.9591668131043838,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,14,4.8538494153443535e-05,0.3,0.9577131855954926,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,15,4.96811752209658e-05,0.3,0.9586985991285768,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,16,4.796671089292147e-05,0.3,0.958164563561359,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,17,3.53863298989978e-05,0.3,0.9558636601661659,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,18,3.6892980369450204e-05,0.3,0.9582326762708706,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,19,2.1868576747123958e-05,0.3,0.9620653133868312,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,20,3.53863298989978e-05,0.3,0.9590998231556946,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_black,1,21,6.242880202281188e-05,0.3,0.9621547218891316,0.3,3.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,0,9.818818359011837e-06,0.10748001402929266,0.9942899550445281,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,1,7.045880918514515e-06,0.08472972400956501,0.9964197584440656,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,2,3.457573404210192e-06,0.04180495761551443,0.999138945779428,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,3,1.0188528363937076e-05,0.13469952051157874,0.9909393880049979,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,4,7.851289343951181e-06,0.18119043844146304,0.9834771427024348,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,5,3.731264140395515e-05,0.28977554741978184,0.9571096538705517,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,6,4.760209029572014e-05,0.46591114384626586,0.8848560197767352,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,7,2.1529708145010794e-05,0.2548727657646929,0.9671988054382599,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,8,9.475816668503407e-06,0.13177556804235815,0.9913285430471638,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,9,1.3247880651099665e-05,0.19699801645182308,0.9806932658211546,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,10,1.6242096618073014e-05,0.17944174810592906,0.9838053060293023,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,11,4.74955290996948e-05,0.49369451276643317,0.8697091857782082,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,12,1.4704615733723541e-05,0.12673001671741707,0.9919525138781606,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,13,4.39806735940139e-06,0.09643540126645112,0.9953773301025631,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,14,2.03459777910718e-05,0.142069492882997,0.9899319594632818,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,15,2.3290596269329453e-05,0.23236783544512168,0.9726403144718441,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,16,5.1079213190995954e-05,0.3061644585042905,0.951982519902835,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,17,6.38851514830004e-05,0.5851673581789196,0.8110005366022937,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,18,6.865327433438777e-05,0.45961052883492604,0.8881625120777371,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,19,3.506138459825347e-05,0.3885071056365974,0.9214852751678712,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,compression_legacy_stride,0,20,6.38851514830004e-05,0.5851673581789196,0.8110005366022937,,,legacy_stride,4.0,1024.0,256.0,4.0,linear interpolation; final unobserved tail held constant,64.0,32.0,,,,,,,
