patient,file,start_sec,end_sec,label,condition,trial,channel_index,rmse_volts,normalized_rmse,correlation,noise_ratio,beta,method,factor,original_samples,retained_samples,sample_ratio,endpoint_policy,reduced_sample_rate,reduced_nyquist,clipped_fraction,substeps,noise_convention,initial_state,clip,target_frequency,mapping
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,9,2.0174640673612324e-05,0.3,0.9576524822588162,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,10,2.7154377600832703e-05,0.3,0.9582595812883393,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,11,2.886128640576866e-05,0.3,0.9588516892346393,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,12,3.4809312224376804e-05,0.3,0.9576622697148609,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,13,1.3681907167834118e-05,0.3,0.9581944558817814,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,14,4.296343439719596e-05,0.3,0.9577067909996444,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,15,3.0069475267152442e-05,0.29999999999999993,0.958192060528272,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,16,5.005076040556824e-05,0.3,0.9584111538891866,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,17,3.275224630530416e-05,0.3,0.9575269293988036,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,18,4.481181567473097e-05,0.3,0.9589166281525513,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,19,2.7073933080942867e-05,0.3,0.9581289454164277,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,20,3.275224630530416e-05,0.3,0.9584803039818874,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,0.0,4.0,0,noise_white,0,21,3.994847541646112e-05,0.3,0.9571528468051178,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,0,4.022401202109376e-05,0.3,0.9570587493280504,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,1,5.425426846586646e-05,0.3,0.9594813894399641,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,2,3.981621460196757e-05,0.29999999999999993,0.9579429927962064,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,3,4.650845293704771e-05,0.3,0.9585127951616695,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,4,5.287465907557754e-05,0.30000000000000004,0.9573191233330948,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,5,3.674699833253175e-05,0.30000000000000004,0.9576227773068411,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,6,4.0595597756996896e-05,0.30000000000000004,0.9576103580950973,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,7,6.87260497057649e-05,0.3,0.9571667910989929,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,8,6.934745391776108e-05,0.3,0.9561153843752881,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,9,5.5542990634349004e-05,0.30000000000000004,0.9572412709417873,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,10,4.69053398940678e-05,0.30000000000000004,0.9578851365657922,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,11,2.6255090000499612e-05,0.3,0.9584793206062482,0.3,0.0,,,,,,,,,,,,,,,
chb08,chb08_21.edf,2140.0,2144.0,1,noise_white,0,12,4.014345320734233e-05,0.3,0.9581292707690023,0.3,0.0,,,,,,,,,,,,,,,
