seed,precision,recall,f1
0,0.9186991869918699,0.8968253968253969,0.9076305220883534
1,0.9159663865546218,0.8650793650793651,0.889795918367347
2,0.9083333333333333,0.8650793650793651,0.8861788617886179
3,0.8951612903225806,0.8809523809523809,0.888
4,0.925,0.8809523809523809,0.9024390243902439
