Noise_Intensity,Non_Seizure_CR,Seizure_CR,Non_Seizure_CV,Seizure_CV,Non_Seizure_Mean_Events,Seizure_Mean_Events
1.7575757575757578,1.1725884914482458,1.1759478268693737,0.8528141008487261,0.850377862989224,,
1.7823232323232325,1.0952360127536749,1.0719893769071664,0.913324497960486,0.9328450650184001,,
1.8070707070707073,1.1833125161003917,1.152482361118992,0.8450852892991461,0.8676933220137979,,
1.831818181818182,1.1806355376684448,1.0510531989339236,0.8470014395592653,0.952156167384604,,
1.8565656565656568,1.1123342214710397,0.932153789241795,0.8990311144644522,1.0727843533344326,,
1.8813131313131315,0.9692255243231436,1.0938156483809727,1.0317516149797517,0.9142308408918493,,
1.9060606060606065,1.1713152394144626,1.1564003468419377,0.8537411333433153,0.8647524213659586,,
1.9308080808080812,1.0615359551204513,1.137865018127142,0.9420312097544836,0.8788388640736495,,
1.955555555555556,1.1290506956049937,1.1460717301524994,0.885703484866897,0.8725457349073442,,
1.9803030303030307,1.1341314300010754,1.0959829377062345,0.881732022891784,0.9126268612471837,,
2.005050505050505,1.1215057212295494,1.1097355335653685,0.8917943844170559,0.9011785238978454,,
2.02979797979798,1.046952763594966,1.1702705356059626,0.9551529302680836,0.8545032704614776,,
2.0545454545454547,1.097205268789105,1.0675079606268074,0.9114064874147183,0.9367611642098024,,
2.0792929292929294,0.955947151580304,1.0808627031780969,1.0460929636599088,0.9251892826227259,,
2.104040404040404,1.009756297346552,1.0738244077248535,0.9905550510364391,0.9312509501611462,,
2.128787878787879,1.0607522188391356,1.0224716588029046,0.9427272290737024,0.9780222258993072,,
2.1535353535353536,1.1389642148425754,1.046611704826499,0.8779965513747592,0.9554652825183587,,
2.1782828282828284,1.1876159545482388,1.0695872446691568,0.8420445645659447,0.9349400948674539,,
2.203030303030303,1.148759886849795,1.1349179210857598,0.8707599191991693,0.8811921093577697,,
2.227777777777778,1.1239498682332667,0.9780844583169486,0.8897193978694947,1.022952405231906,,
2.2525252525252526,0.9813245579470482,1.0511274455286843,1.019232554471956,0.9513594229261431,,
2.2772727272727273,1.078096239030809,1.086636654149946,0.9275609762807294,0.9203098238200045,,
2.302020202020202,1.0700609082224024,1.109435020265829,0.9345733201661155,0.9013596846441646,,
2.326767676767677,1.0620550551476768,1.078597786181456,0.9415707737118693,0.9271300838229906,,
2.3515151515151516,1.0282903725569306,1.0050988748685388,0.9725136363988263,0.9949269917656552,,
2.3762626262626263,1.017873998921329,0.9468508821573264,0.9824611592242286,1.0561325113005942,,
2.401010101010101,1.070623233722137,1.0957121652015651,0.9340353996647281,0.9126488926410765,,
