Noise_Intensity,Non_Seizure_SNR_dB,Non_Seizure_SNR_STD,Seizure_SNR_dB,Seizure_SNR_STD,Non_Seizure_SNR_Smoothed,Seizure_SNR_Smoothed
17.499999999999996,-1.0262176811199506,2.9377686898447806,-4.212969732135082,4.157106572105384,-0.6723569733382483,-3.704728282970176
17.599999999999998,-1.9570469878255192,5.206665633044251,-3.6103944995277915,2.881228672378316,-0.7347554730570481,-3.6566975724088184
17.699999999999996,-0.4723001322798182,3.3236926248887615,-2.85561233263428,3.066598038761772,-0.7472264761784453,-3.6296312269982987
17.799999999999997,-0.6271496116541053,2.0809979907254914,-2.8085499056606076,3.6507076328287607,-0.7636964874491945,-3.6348217864078225
17.899999999999995,-0.08957826137861262,3.5969349887821287,-4.294672179149631,3.9809913844654172,-0.7560515418874948,-3.5179091620499983
17.999999999999996,-0.9146338827610452,3.2560114465667063,-3.418091467778234,3.4294874132251296,-0.907701507697869,-3.458768445322283
18.099999999999994,-1.50759643165182,3.075626391091664,-3.695738972028388,2.146225846762597,-0.7845343812782851,-3.418269166334969
18.199999999999996,-1.0560225701954984,3.234343658953311,-4.780612395397192,4.480357917578805,-0.6889553615342577,-3.3749215531731522
18.299999999999997,-0.9401296781132882,2.464621832448925,-2.7760053344113222,2.367975840867973,-0.5913139767723907,-3.440629195623482
18.399999999999995,0.23255839435339057,3.398610658673518,-2.620651610158032,2.9462907956565774,-0.4203101794764241,-3.3325763107050466
18.499999999999996,-0.41557660586726064,2.6834320565747656,-2.952212107631294,2.8751264230518805,-0.14478161425313663,-3.445065216950216
18.599999999999994,-0.6692057277537742,3.390147072698139,-3.5968278419614643,3.3589923465236833,0.026957906521277535,-3.5598106405269188
18.699999999999996,1.2667595678044152,2.4988454954513766,-3.2405577091638236,2.362351188082315,0.03830016160940471,-3.533100842448563
18.799999999999997,-0.893153743689858,1.8351970823767279,-3.0493292889937678,3.053021865669069,0.16959429417047311,-3.4783605602002705
18.899999999999995,0.7363436711385899,4.373529310134782,-3.6447191564944026,2.6199893061489177,0.3671393225215072,-3.481883153138784
18.999999999999996,1.737216996634848,3.5811813933843446,-4.42936358283252,3.5009577741338838,0.5666578723383068,-3.491829607772465
19.099999999999994,0.30784322520297824,2.208592935108869,-4.504209578338227,3.3984571724792136,0.6610548742613369,-3.531019446556645
19.199999999999996,1.0807289256062806,3.104699548907147,-3.591693169263322,3.8940735117950105,0.7320690879948664,-3.57493377523501
19.299999999999997,0.42515655637725835,2.2034877440093,-2.8748787751231557,2.7799031110823873,0.7783323839372616,-3.6224061439655366
19.399999999999995,0.7189735692279292,2.989143630968165,-4.194021070752207,3.761204069281024,0.7984766324868875,-3.6722701029061486
19.499999999999996,0.16134942903814126,3.4282628439532634,-3.1896945204549554,2.0603693228366806,0.7911337040421105,-3.723359202214771
19.599999999999994,0.2811074296880447,2.7341452015878103,-2.7768360058235824,3.8311431865836263,0.7549354690012964,-3.774506992049328
19.699999999999996,1.3422380107655774,2.9761800585305815,-4.363290077713069,2.6564512778035487,0.688513797762812,-3.8245470225677445
19.799999999999997,1.17412751395078,3.239433350113944,-4.235141439150945,3.507870313511035,0.5905005607250213,-3.872312843927944
19.899999999999995,0.0324805009648309,4.152038751500859,-3.0827602643758776,2.9163286881767045,0.45952762828629123,-3.916638006287851
19.999999999999996,0.323606612055315,3.633496126473494,-4.579799193857445,3.6052085955040076,0.2942268708449889,-3.956356059805391
