Noise_Intensity,Non_Seizure_SNR_dB,Non_Seizure_SNR_STD,Seizure_SNR_dB,Seizure_SNR_STD,Non_Seizure_Transitions,Seizure_Transitions
2.3,-4.874692160816496,2.7776505840064263,-9.101999929698206,3.1353669549739016,69.5,64.7
2.3999999999999995,-2.7000466154192546,3.3827703378555967,-7.418773664367899,3.79744865665391,60.1,68.8
2.4999999999999996,-4.766438168800347,4.372884278908994,-6.954000769501756,4.600740542781073,61.45,65.55
2.5999999999999996,-2.881708882167448,3.0909151985437027,-6.6414418262698955,3.1253047088739923,68.2,73.3
2.6999999999999993,-3.9172091452218156,4.081465051769806,-7.095215793760525,2.4063920541885078,69.3,71.8
2.7999999999999994,-3.7431159400542233,2.802729597963005,-6.042368844157176,4.375365814117336,76.8,70.85
2.8999999999999995,-3.7851722550561915,3.8848881757665743,-6.810961490793782,4.576918575425741,69.0,69.95
2.9999999999999996,-2.771329158965027,3.273340159006224,-6.067349641777561,2.138594938959823,70.85,78.8
3.0999999999999996,-3.878416466367028,3.2758697885029573,-7.970280947108298,4.039368384306215,80.3,75.0
3.1999999999999993,-3.8421583763872404,3.309480299140605,-8.045174411787158,4.045941847346195,72.05,71.95
3.2999999999999994,-3.8442379880763986,3.8188335740578463,-6.391042364509724,4.772638547157651,92.05,77.0
3.3999999999999995,-4.907763718363916,4.099708446646259,-6.929412236509059,3.0607340411014943,76.5,73.1
3.499999999999999,-4.309151740737892,2.404197272321104,-6.959577188857688,2.759971924135604,79.65,80.25
3.599999999999999,-2.3780598609605974,2.8010420857068916,-8.019056029549148,5.150605711611275,80.55,71.3
3.6999999999999993,-3.2617982298358923,3.3413274900271444,-9.020124398591431,4.888948205922538,79.5,77.9
3.7999999999999994,-3.740542450052442,3.9446466089408707,-5.78538781340295,3.492542430222837,76.35,90.65
3.8999999999999995,-3.5856916975024253,3.139427299721456,-6.661288130809252,2.825656167846204,84.2,83.65
3.999999999999999,-2.9990959715458936,2.9161819530936,-5.793459015695495,3.825733942875046,77.5,76.8
4.1,-3.2865104680446597,3.696693177033748,-6.652826501461135,2.2729749499285665,88.5,79.35
4.199999999999999,-3.167473580582758,4.495430312566344,-6.955812605259806,3.3232054084361504,92.05,91.45
4.299999999999999,-2.9066922512647837,3.918167313993329,-8.202115252127992,3.8874906399545015,84.9,81.2
4.399999999999999,-3.1906826486171935,3.711620601145543,-7.073741472306354,3.0842868306846785,87.0,86.1
4.499999999999999,-2.869568832463237,3.454685009877552,-6.971352347166324,3.882239316556881,70.3,92.6
4.599999999999999,-3.698823196807605,3.7329562484270724,-5.2964238580890575,3.885978466261211,82.25,98.25
4.699999999999999,-3.2635430916353476,3.124338720873692,-5.75845002407961,2.688864380000376,84.85,90.0
4.799999999999999,-2.578094740370688,3.8181372469323147,-6.188272173949182,2.27021843352241,79.35,82.6
4.899999999999999,-2.876755889689111,3.6160617325688347,-6.077939924533204,3.996418458033513,87.25,90.9
4.999999999999999,-1.3791220335713192,2.9861976029623016,-6.014267081336866,3.859985466713326,85.5,85.9
5.099999999999999,-2.035643340184531,2.863835239659215,-5.806385366924806,3.3336527810316716,103.3,89.6
