accuracy,precision,recall,f1,roc_auc,average_precision,tn,fp,fn,tp,windows,model,seed
0.956682354131876,0.20044296788482835,0.5746031746031746,0.29720853858784896,0.8735178124525548,0.35875328533719575,37448,1444,268,362,39522,random_supervised,42
0.9603258944385406,0.22573099415204678,0.6126984126984127,0.3299145299145299,0.9274784955979031,0.4112306065107382,37568,1324,244,386,39522,selected_kd,42
0.9388188856839229,0.1651685393258427,0.7,0.2672727272727273,0.8994575535997935,0.4314367297913808,36663,2229,189,441,39522,selected_supervised,42
0.962881433125854,0.20836236933797908,0.4746031746031746,0.28958837772397095,0.9344101043345103,0.32865100761813887,37756,1136,331,299,39522,teacher,42
